title,ingredients,distinct_ingredients,num_ingredients,link,source,directions
Barrah Kebab Recipe,"[""6 x Lamb chump or possibly shoulder chops, total weight 2.2lbs"", ""3 ounce Natural lowfat yoghurt"", ""2 Tbsp. Light malt vinegar"", ""1 Tbsp. Ginger paste"", ""1 Tbsp. Garlic paste"", ""1/2 tsp Crushed dry chillies, up to 1"", ""2 ounce Onion, minced"", ""2 tsp Balti garam masala"", ""1 tsp Tandoori masala"", ""2 Tbsp. Fresh mint leaves or possibly 1tsp dry mint"", ""1/2 ounce Minced fresh coriander leaves, including the tender stalks"", ""1 tsp Salt to taste"", ""3 Tbsp. Sunflower, corn or possibly vegetable oil"", ""1/2 tsp Tandoori chat masala Onion rings Lemon wedges Lettuce Cucumber""]","balti garam masala, chat masala, chump, dry chillies, fresh coriander leaves, garlic, ginger paste, malt vinegar, masala, mint, onion, salt, sunflower, yoghurt",14,cookeatshare.com/recipes/barrah-kebab-79141,Recipes1M,"[""Prick both sides of the chops with a fork and lay them in a single layer in a large shallow dish."", ""Place all the remaining ingredients, except the garnish, in a blender and process to a fine paste."", ""Pour this marinade over the chops, then stir and lift them to make sure which the marinade is coating both sides."", ""Cover and leave to marinate for 4-6 hrs or possibly overnight in the refrigerator."", ""They can be left in the refrigerator for up to 48 hrs."", ""Bring them to room temperature before cooking."", ""Preheat the grill to high and remove the grid from the grill pan."", ""Line the pan with foil and brush lightly with oil."", ""Arrange the chops in the grill pan and cook them under the warm grill, about 5 inches below the element, for 5 min."", ""Turn the chops over and cook for a further 5 min, then baste generously with the pan juices and reduce the heat to medium."", ""Cook for 3-4 min and baste once more."", ""Cook for a further 2-3 min and turn them over again."", ""Baste generously again and continue cooking for 5-6 min."", ""Transfer the chops to a serving dish, sprinkle the tandoori chat masala over them and garnish with the onion, lemon and cucumber."", ""Serve at once.""]"
Grilled Nicoise Seafood Salad,"[""3 tablespoons red wine vinegar"", ""1 tablespoon Dijon mustard"", ""1 12 teaspoons anchovy paste"", ""12 cup virgin olive oil"", ""1 large summer squash, cut into 1/4 inch slices"", ""1 (1 lb) tuna steak, 1 inch thick,cut into 4 pieces"", ""8 jumbo shrimp, shelled,deviened and halved lengthwise"", ""12 large sea scallops"", ""12 lb green beans, cut in half if large"", ""12 lb yellow wax bean, cut in half if large"", ""1 orange bell peppers or 1 red bell pepper, slivered"", ""1 pint cherry tomatoes, halved"", ""1 12 cups drained nicoise olives"", ""1 head red leaf lettuce""]","anchovy, cherry tomatoes, green beans, jumbo shrimp, mustard, nicoise olives, orange bell peppers, red leaf, red wine vinegar, scallops, summer, tuna, virgin olive oil, yellow wax bean",14,www.food.com/recipe/grilled-nicoise-seafood-salad-34170,Recipes1M,"[""Whisk together the vineger, mustard, and anchovy paste until smooth."", ""In a slow stream whisk in olive oil."", ""In a medium bowl combine the seafood and squash with 2 T."", ""of the dressing, toss and let stand for 15 minutes."", ""Grill tuna to preference."", ""the Scallops and squash will take around 10 minutes total, and the shrimp around 8 minutes."", ""On 4 plates cover each with red lettuce leaves and place one piece of cooked tuna steak on each, off centered."", ""In a clean large bowl toss together the remaining veggies and olives with the grilled shrimp, scallops and squash."", ""Add the remaining dressing, toss well and divide between the 4 plates.""]"
Southern Cornbread Dressing (Stuffing),"[""1 lb turkey sausage, cooked"", ""1 cup golden bell pepper, diced"", ""2 stalks celery, diced"", ""1 yellow onion, diced"", ""1 (8 ounce) packageready made cornbread mix"", ""1 12 cups oyster crackers"", ""1 (14 ounce) can cream of celery soup"", ""3 tablespoons fresh sage"", ""2 tablespoons poultry seasoning"", ""1 tablespoon nu salt substitute"", ""pepper"", ""1 small carrot, shredded"", ""1 cup chicken or 1 cup turkey stock"", ""14 cup butter""]","butter, carrot, chicken, cornbread mix, cream of celery soup, fresh sage, golden bell pepper, oyster crackers, pepper, poultry seasoning, salt substitute, stalks celery, turkey sausage, yellow onion",14,www.food.com/recipe/southern-cornbread-dressing-stuffing-393342,Recipes1M,"[""Make cornbread according to ackage directions and Crumble."", ""preheat oven to 400 degrees."", ""Mix ingriedients in a large bowl."", ""Pour into an 8x10 baking dish and bake about 40 minutes."", ""Pour a little more stock over stuffing just before serving and garnish with more fresh sage leaves.""]"
Dan Dan Noodles,"[""1 serving Chinese noodles"", ""80 grams Meat-miso"", ""2 Bok choy"", ""1 Ra-yu"", ""1 Japanese leek (finely shredded)"", ""1 pinch Chili threads"", ""1/2 tsp XO sauce"", ""1 tbsp Japanese leek (minced)"", ""1 tsp Zha cai (minced)"", ""1 tsp Japanese leek oil"", ""1 tsp Vinegar"", ""1 tbsp Soy sauce"", ""2 1/2 tbsp Zhi ma jiang"", ""1 tbsp Ra-yu"", ""300 ml Chicken stock"", ""250 grams Ground pork"", ""1 tbsp Shaoxing wine"", ""1 tbsp Soy sauce"", ""2 tbsp Tianmianjiang""]","bok choy, chicken, ground pork, japanese, miso, oil, serving chinese noodles, shaoxing wine, soy sauce, tianmianjiang, vinegar, xo sauce, zha cai, zhi",14,cookpad.com/us/recipes/157457-dan-dan-noodles,Recipes1M,"[""Prepare the meat-miso."", ""Completely stir-fry the ground pork until the grease turns transparent."", ""Add the Shaoxing wine, soy sauce, and tianmianjiang to season, then continue to stir-fry until the moisture evaporates."", ""Boil the noodles in a large pot of water."", ""Parboil the bok choy with the noodles (for about 30 seconds)."", ""Prepare the soup 1 minute before the noodles finish boiling."", ""Add the soup ingredients to a warmed bowl in the order listed, then pour in the chicken soup."", ""Thoroughly drain the noodles, then add them to the bowl."", ""Top the noodles with the bok choy, meat-miso, finely shredded Japanese leeks, and chili threads, and it's ready to serve."", ""Add more ra-yu to taste!""]"
Prudent Sour Cream,"[""3 Tbsp. milk or buttermilk"", ""2 Tbsp. lemon juice"", ""1 c. cottage cheese (lo-cal)"", ""eucalyptus leaves"", ""dried rose petals"", ""dried rose leaves"", ""dried yellow statice"", ""10 to 20 drops rose refresher oil"", ""dried cockscomb"", ""freeze dried roses"", ""freeze dried pansies"", ""3 tsp. orrisroot per qt. mixture"", ""2 to 3 tonka beans""]","cockscomb, cottage cheese, eucalyptus leaves, lemon juice, milk, orrisroot per, pansies, petals, refresher oil, rose leaves, roses, tonka beans, yellow statice",13,www.cookbooks.com/Recipe-Details.aspx?id=213653,Gathered,"[""Combine the eucalyptus leaves, rose petals, rose leaves, tonka beans and orrisroot."", ""Sprinkle with refresher oil."", ""Place the mixture in a bowl or other decorative container, then arrange the cockscomb, roses and pansies on top.""]"
Applebee'S Aztec Chicken Salad,"[""3/4 lb fresh boneless skinless chicken breast"", ""chipotle chili dry rub seasonings, from specialty store to taste"", ""1 ounce vegetable oil"", ""1 lb chopped salad greens, washed (romaine, Iceberg, Etc)"", ""2 ounces red bell peppers, cut 1/4-inch dice"", ""2 ounces green bell peppers, cut 1/4-inch dice"", ""2 ounces red onions, cut 1/4-inch dice"", ""2 ounces corn kernels, fresh (or Thawed Frozen)"", ""2 ounces celery, cut 1/4-inch dice"", ""2 ounces black beans, drained, rinsed (1/8 of a 15-oz Can)"", ""2 cups tri-color corn tortilla strips (or Crushed Chips)"", ""1 cup smoky tomato vinaigrette (or Dressing of Your Choice)"", ""4 ounces shredded monterey jack pepper cheese""]","black beans, celery, chicken breast, chili dry rub seasonings, corn kernels, green bell peppers, pepper cheese, red bell peppers, red onions, salad greens, tomato vinaigrette, tri-color corn tortilla strips, vegetable oil",13,www.food.com/recipe/applebees-aztec-chicken-salad-151367,Gathered,"[""Heat oil in skillet over medium heat. Rub chipotle spice over chicken breasts and cook in skillet to a 165\u00b0 internal temperature."", ""While cooking, begin preparation of salad by thoroughly cleaning and sanitizing sink. Rinse and wash all vegetables in cold, 40\u00b0 water with 1/2 cup of salt and 1/2 cup of white vinegar. Drain."", ""Clean and sanitize cutting board and knife. Chop salad greens into 1X1\"" squares. Trim peppers, onions, celery and dice into 1/4\"" cubes and place into large mixing bowl. Add greens, corn, black beans, tortilla strips and dressing and gently mix with a spatula."", ""Mound salad onto plate and top with pepper jack cheese. When chicken is thoroughly cooked, dice into 1/2\"" cubes and add to top of salad just prior to serving.""]"
Bellini Bar,"[""Sugar Syrup"", ""2 cups sugar"", ""2 cups water"", ""Blueberry"", ""1 (16 ounce) package frozen blueberries, thawed"", ""1/4 cup sugar syrup"", ""Peach"", ""1 (16 ounce) bag frozen peaches, thawed"", ""1/4 cup sugar syrup"", ""Mango"", ""1 (16 ounce) bag frozen mango chunks, thawed"", ""1/4 cup sugar syrup"", ""Cherry"", ""1 (16 ounce) bag frozen cherries, thawed"", ""1/4 cup sugar syrup"", ""Strawberry"", ""1 (16 ounce) bag frozen strawberries, thawed"", ""1/4 cup sugar syrup"", ""Mixed Berry"", ""1 (8 ounce) bag frozen blackberries, thawed"", ""1 (8 ounce) bag frozen raspberries, thawed"", ""1/4 cup sugar syrup"", ""Fizz"", ""4 (750 ml) bottles sparkling wine, chilled and or (750 ml) bottles sparkling grape juice, chilled""]","bottles sparkling wine, cherry, frozen blackberries, frozen blueberries, frozen cherries, frozen peaches, frozen raspberries, frozen strawberries, mango, strawberry, sugar, sugar syrup, water",13,www.food.com/recipe/bellini-bar-197765,Gathered,"[""Stir the sugar and water in a large saucepan over medium heat until the sugar dissolves, about 5 minutes. Cool completely."", ""In a clean blender, blend each fruit separately with sugar syrup to taste. Rinse blender between fruit blends."", ""If desired, strain fruit puree through strainer if for smoother puree, although it is not necessary."", ""Pour 1/4 cup of pureed fruit into the bottom of champagne glass. Top with sparkling wine or sparkling grape juice for a non-alcoholic version.""]"
Maggie'S Reishabu Chilled Pork Shabu Shabu Salad,"[""250 g thinly sliced pork loin or 1/2 lb pork loin"", ""Salad"", ""1/4 head lettuce, thinly shredded"", ""1/2 medium onion, sliced into rings and halved soaked in ice water 30 mins to make them less overpowering"", ""1 -2 bunch mizuna, chopped"", ""1 (70 g) package radish sprouts (kaiware, but you can use broccoli sprouts)"", ""1 japanese cucumbers, cut into matchsticks or 1/2 regular cucumber"", ""5 -10 shiso leaves, thinly sliced (optional but so refreshing!)"", ""Sauce (may want to double)"", ""3 tablespoons plain yogurt"", ""2 tablespoons blended miso"", ""1 tablespoon japanese mayonnaise"", ""1 teaspoon sesame oil"", ""1/3 teaspoon salt"", ""1/2 garlic clove""]","blended miso, garlic, head lettuce, japanese cucumbers, japanese mayonnaise, mizuna, onion, plain yogurt, pork loin, salt, sesame oil, shiso leaves, sprouts",13,www.food.com/recipe/maggies-reishabu-chilled-pork-shabu-shabu-salad-516901,Gathered,"[""Starting with the onions (and then soaking in ice water while working on the others), carefully cut and prepare the salad ingredients and mix together in a bowl."", ""Bring a pot of water to a gentle boil and add the meat slices until cooked (it happens fast if they are thin) and then put them in a bowl of ice water and drain."", ""In individual bowls, arrange the salad and place a few slices of cold boiled pork on top."", ""Top with sesame dressing, sesame sauce or ponzu sauce made for shabu shabu, or try the delicious homemade sauce in this recipe (just mix the sauce ingredients together, and there you have it!)."", ""Serve with rice and miso soup as the main dish or with other dishes as a side.""]"
Fig And Cranberry Mini Cupcakes,"[""4 1/2 tbsp unsalted butter, softened"", ""1/4 cup light brown sugar"", ""1 None large egg"", ""3 tbsp orange marmalade"", ""1/2 cup raisins, finely chopped"", ""2/3 cup dried cranberries, finely chopped"", ""1/3 cup dried figs, finely chopped"", ""1/4 cup currants"", ""1/3 cup all-purpose flour, sifted"", ""2 tbsp self-rising flour, sifted"", ""1/2 tsp pumpkin pie spice"", ""1/4 cup sweet sherry"", ""9 oz white fondant"", ""24 None edible sugar flowers""]","currants, dried cranberries, dried figs, edible sugar flowers, egg, flour, light brown sugar, orange marmalade, pumpkin pie spice, raisins, sweet sherry, unsalted butter, white fondant",13,recipes-plus.com/api/v2.0/recipes/32736,Gathered,"[""Preheat oven to 250\u00b0F. Line 2 - 12-cup mini muffin pans with paper liners."", ""Beat butter, sugar and egg until combined. Stir in 1 tbsp marmalade and dried fruit. Fold in flour, spice mix and 2 tbsp sherry. Distribute between paper liners and bake for 35 mins, or until a skewer inserted in the center comes out clean. Brush tops with remaining sherry. Cover pans tightly with foil and let cool in pans."", ""Knead fondant on a work surface dusted with powdered sugar until smooth. Roll out until 1/4 inch thick. Cut 24 - 1 1/4 inch fluted round shapes from fondant. Warm remaining marmalade and strain. Brush over cold cakes. Top with fondant rounds. Brush bases of sugar flowers with water then push gently into fondant.""]"
All Hail Kale Salad (Copycat Recipe) ,"[""Papaya Ginger Dressing"", ""Author: Detoxinistsa.com"", ""Serves: 1.5 cups"", ""A sweet, gingery dressing inspired by the Veggie Grill."", ""Ingredients"", ""1/2 cup papaya chunks"", ""1/4 cup fresh lime juice"", ""1/4 ounce fresh ginger, peeled"", ""2 Tablespoons coconut vinegar"", ""2 Tablespoons extra virgin olive oil"", ""1/4 cup honey"", ""1/4 teaspoon fine sea salt"", ""1/4 cup water, or more to thin"", ""Instructions"", ""In a high-speed blender, combine all of the ingredients and blend until completely smooth and silky."", ""Massage into kale leaves, and serve!"", ""Store leftovers in the fridge for up to 4 days."", ""To prepare the salad, you'll need:"", ""1 bunch curly green kale"", ""Papaya Mango Salsa, from Trader Joe's (or any salsa of choice)"", ""Maple Glazed Walnuts"", ""Papaya Ginger Dressing (recipe above)"", ""Shredded cabbage (optional)""]","a sweet, cabbage, coconut vinegar, combine, extra virgin olive oil, ginger dressing, green kale, ingredients, instructions, mango salsa, maple, papaya chunks, store leftovers",13,www.epicurious.com/recipes/member/views/all-hail-kale-salad-copycat-recipe-53022941,Gathered,"[""Instructions for dressing"", ""In a high-speed blender, combine all of the ingredients and blend until completely smooth and silky."", """", ""Instruction for salad"", ""Remove the kale leaves from the stems, and wash and dry thoroughly. In a medium bowl, toss the shredded cabbage in a bit of the Papaya Ginger dressing, and coat well. Set aside."", """", ""To prepare the store-bought salsa, all I do is rinse it well- to remove as many additives as possible."", """", ""Top the kale leaves with a bit of Ginger Papaya dressing, then use your hands to massage the dressing well into the leaves. The kale will soften and wilt as you go."", """", ""Transfer the massaged kale to a serving plate, top with marinated cabbage, salsa and Maple Glazed Walnuts, then serve!""]"
Hand Pies ,"[""A bag of Rhoades bread rolls (36 in a bag)"", ""filling supplies (such as chicken, cheese, marinara, broccoli, feta cheese, cream cheese, veggies, whatever you prefer and precooked!)"", ""rolling pin and flour for rolling"", ""baking sheets"", ""Filling Ideas!"", ""The filling is really fun to think up- what do you like to eat-just toss it all in there (precooked of course)."", ""Lasagne: brown some ground beef and make a spaghetti sauce. In the hand pie, I put a dollop of the sauce, then added ricotta and some olives. Tip: Spread the ricotta on the bottom, don't dollop it in- apparently the meat reheats really fast, but the ricotta stays frozen!"", ""Chick, Broccoli and Provolone: Fry up chicken breast with good spices (I generally use garlic, onion, oregano... whatever I happen to have). Thaw a bag of frozen broccoli. Get sliced provolone and cut the slices in half. Put half a slice of provolone on the bread, then add a spoonful of broccoli and cooked chicken. I usually put a 1/4 slice of provolone on top then cover it up! You could also try mozz instead of provolone and spinach instead of broccoli. Try adding a little minced garlic."", ""Ham & Cheddar: Cut sandwich meat up into small pieces and add with a little grated cheddar. You could really do any kind of sandwich meat or any cooked meat!"", ""Veggies in a white sauce: Make a thicker white sauce to decrease drips. Add meat for a pot pie taste. Marinara Chicken: Yeah, just like it says- a spoonful of marinara, some chicken chunks, maybe a little cheese?"", ""Cream Cheese Chicken: 2 c shredded chicken, 3 oz cream cheese, 1tbsp dried chives and 1 tbsp milk. Mix with your hands."", ""Chicken with Feta: Cubed/shredded cooked chicken with feta cheese and olives."", ""Black and Bleu: Browned ground beef, black pepper and bleu cheese."", ""Pierogies: Red potatoes, cooked and cubed. Add to sauteed onions along with a little bacon bits and parsley. Add a dollop to the dough and add some grated cheddar.""]","baking sheets, bread rolls, chicken, cream cheese chicken, filling ideas, filling supplies, fry, ground beef, ham, red potatoes, rolling pin and, up-, white sauce",13,www.epicurious.com/recipes/member/views/hand-pies-1277919,Gathered,"[""The Night Before"", ""- Prepare your filling and set your bread rolls out to rise overnight according to the package directions. I like to put them in muffin tins to keep them separate. I have also tried putting them in all together in a big bowl- and that works ok at first, but by the time you get to the bottom, they're all stuck together."", ""You can also do this with bread dough- even homemade!- but I like the rolls because they are all uniform in size. Someone suggested though that you could roll the dough out and then use a bisquit cutter (or something round) to get uniform sizes, then they're easy to just fold over."", ""- Take one dough ball and roll it out until it's about 6 inches around."", ""- I prefer to move it off my rolling surface to put the filling on, so the filling won't get all over the rolling surface."", ""Put a dollup of the filling on one side of the handpie. Here I've put the seasoned potatoes, plus some cheddar cheese."", ""- Fold the empty half of the dough over and secure it by folding the edges of the dough."", ""You can also brush the edges with some egg white or water and it will close like glue."", ""- Put the handpies on a baking sheet. If desired, brush a little egg white on top for a nice shiny look. Bake for approximately 15 minutes. in a 350 degree oven."", ""Note: I like to spread a little cornmeal on the tray first. Then the handpies don't stick, plus they have a nice texture and don't get soft on the bottom."", ""- Let them cool completely and then wrap them up in saran wrap. Then I toss them into the freezer for J to pick out what he wants for lunch that day!"", ""-""]"
Larry The Turkey Cupcakes ,"[""24 standard"", ""baked in white paper liners"", ""24 mini"", ""baked in white paper liners"", ""1 cup vanilla frosting"", ""1/2 cup chocolate frosting"", ""24 thin ginger-flavored scalloped cookies (Anna's Ginger Thins)"", ""2 cups candy corn"", ""1 1/2 cups caramel jimmies"", ""1 can (16 ounces) plus 1 cup caramel frosting"", ""24 pieces Indian candy corn"", ""48 brown chocolate-covered sunflower seeds (available at gourmet candy stores)"", ""1 roll red fruit leather (Fruit by the Foot)"", ""24 graham cracker sticks (Honey Made Graham Sticks)"", ""12 marshmallows""]","brown chocolate, caramel frosting, caramel jimmies, chocolate frosting, cookies, corn, graham cracker sticks, liners, marshmallows, mini, roll red fruit, standard, vanilla frosting",13,www.epicurious.com/recipes/food/views/turkey-cupcakes,Gathered,"[""Spoon the vanilla and chocolate frosting into separate ziplock bags, press out the excess air, and seal. Snip a 1/8 inch corner from the bag with the vanilla frosting and pipe a dot of frosting on 7 adjacent scallops on each ginger cookie to make the tail fan. Add a piece of candy corn to each dot of frosting, pointed end facing in."", ""Place the caramel jimmies in a small shallow bowl. Spread the caramel frosting on top of all the cupcakes, standard and mini, and smooth. Roll the edge of the standard cupcakes in the jimmies. Dip the top edge of the mini cupcakes in the jimmies."", ""Press 1 piece of Indian candy corn into the center of each mini cupcake, flat side down, for the break. Pipe 2 dots of the vanilla frosting above the break for the eyes and insert 2 brown sunflower seeds, pointed end down. Cut the red fruit leather into twenty-four 1 1/2 inch long teardrop shapes and lay them over the beak to make the wattle."", ""Snip a 1/8 inch corner from the bag with the chocolate frosting and pipe names on the flat side of the graham cracker cookies."", ""Enlarge the hole in the corner of the bag with the chocolate frosting to 1/4 inch. Using clean scissors, cut the marshmallows in half on the diagonal. Place 1 marshmallow half, cut side down, near the edge of one of the standard cupcakes, with the tapered end facing the center, to make a support for the tail. Pipe a dot of chocolate frosting on the tapered end. Place the tail cookie on the marshmallow, pressing the undecorated edge into the frosting on the marshmallow. Add the mini cupcake head on top so that half of it is resting on the undecorated edge of the cookie and the other half is pressed lightly into the frosting to secure."", ""Add the graham cookies at the base of the mini cupcakes, securing with a dot of frosting."", ""Arrange the turkeys on the table as place cards. Place 2 candy corns on the table in front of each turkey to make the feet.""]"
Vegan Zucchini Fries,"[""Batter"", ""1 cup Chickpea flour"", ""1/2 cup rice flour"", ""1/4 - 1/2 teaspoons Cayenne chili powder"", ""1/2 tablespoon Aamchur"", ""1/2 teaspoon baking powder"", ""salt to taste"", ""plain seltzer as needed"", ""vegetable for frying"", ""1 medium zucchini"", ""2 cups Panko bread crumbs"", ""3 cups Vegetable or Canola oil for deep frying"", ""tomato salt / chat masala for serving""]","aamchur, baking powder, batter, bread crumbs, cayenne chili powder, chickpea flour, rice flour, salt, seltzer, tomato salt, vegetable, vegetable for, zucchini",13,food52.com/recipes/37863-vegan-zucchini-fries,Gathered,"[""slice the zucchinis into 1/4 inch thick slices at an oblique angle and then cut these slices into sticks. pat dry on a kitchen towel"", ""mix all the ingredients for the batter together taking care to ensure that there are no lumps. The consistency should be that of pancake batter."", ""heat the oil in a Cast iron pan until it just barely starts smoking. dip the zucchini sticks into the batter and shake off the excess. Then roll these into the Panko crumbs ensuring that the pieces are evenly coated. Drop them into the oil and allow to fry up until the pieces turn golden brown. Remove with a slotted spoon and place on kitchen paper to absorb excess oil. Sprinkle with a bit of chat masala or tomato salt prior to serving.""]"
Pan-Roasted Swordfish With Lemon Basil Butter Over Rainbow Roasted Veggie Orzo,"[""2 pieces Tomahawk Swordfish Chops(about 16oz ea.)"", ""1/2 cup Tri-Color Orzo"", ""1 quart Water(for pasta)"", ""2 tablespoons Pure Olive Oil(Sauteing)"", ""1 tablespoon Extra Virgin Olive Oil(Drizzling)"", ""1/4 cup White Onion(Chopped)"", ""10 pieces Brussel Sprouts(Quartered)"", ""1/2 cup Red Bell Pepper(Chopped)"", ""2 Cloves Garlic(Minced)"", ""1/2 cup Zucchini(Chopped)"", ""1/2 cup Yellow Squash(Chopped)"", ""10 Grape Tomatoes(Sliced in thirds)"", ""4 tablespoons Unsalted Butter"", ""1/2 teaspoon Fresh Ground Black Pepper"", ""1/2 tablespoon Lemon Zest(Packed)"", ""1/2 teaspoon Lemon Juice"", ""1/2 tablespoon Fresh Basil(Chopped) + a few leaves extra"", ""1/2 tablespoon Fresh Lemon Balm(Chopped) + a few leaves extra""]","+, brussel, butter, fresh basil(chopped) +, fresh ground black pepper, grape, lemon juice, lemon zest(packed, pasta, red bell, swordfish, tri, white onion(chopped)",13,food52.com/recipes/76601-pan-roasted-swordfish-with-lemon-basil-butter-over-rainbow-roasted-veggie-orzo,Gathered,"[""Preheat Oven to Roast 405F"", ""Cook Orzo according to package directions. Add 1/2 TBS Extra virgin olive oil to drained pasta, mix once and set aside."", ""Heat the Olive Oil over medium heat in a large ovenproof skillet. (*Choose a pan large enough to fit vegetables and Swordfish)"", ""Add the Onion, Brussel Sprouts, Peppers, Zucchini, Squash & Garlic to the skillet."", ""Add a pinch of salt & pepper. Cook stirring occasionally."", ""Pat dry Swordfish. \r\nSeason all sides with salt and pepper."", ""Move Veggies to one side of skillet and add Swordfish to same skillet. Brown all sides(about 2 min each side)"", ""Place Skillet in oven."", ""Roast Vegetables for 20 minutes, remove and mix with orzo; set aside."", ""Insert a thermometer into center of larger Swordfish; place skillet back in oven."", ""Plate Orzo, dividing evenly; drizzle with remaining Extra Virgin Olive Oil."", ""In a small bowl mash Butter, Lemon Zest, Lemon Juice, Salt, Pepper, Chopped Lemon Balm and Chopped Basil."", ""Roast Swordfish and additional 10/15 minutes (or until internal temperature reaches 125F)"", ""When Swordfish has reached doneness, remove from the oven and plate over orzo."", ""Melt butter mixture in the same pan used for the swordfish over medium heat, scraping up brown bits, until bubbling and fully melted."", ""Remove butter from heat, pour over Swordfish(*Use a mesh strainer if there are bites of vegetables left in skillet)."", ""Top with tomatoes, fresh lemon balm and basil. Enjoy!""]"
Welcome Spring Risotto,"[""Pesto"", ""1/2 cup packed ramp leaves"", ""1 1/2 cups packed spinach leaves"", ""1/3 cup chopped green garlic, green part only, chop and reserve white part for risotto"", ""1/2 teaspoon salt"", ""1/3 - 1/2 cups roasted walnut oil"", ""Risotto"", ""3 tablespoons EVOO"", ""1/2 cup minced scallions"", ""2 tablespoons reserved white parts of green garlic (chopped)"", ""2 1/2 cups arborio or carnaroli rice"", ""1/2 cup dry white vermouth"", ""6 - 7 cups vegetable stock, at simmer"", ""1 cup asparagus, cut in 1/2\"" pieces on slant, blanched 2 minutes then shocked in ice water, tips reserved separately"", ""1/2 cup frozen edamame, thawed (see head note)"", ""1/2 cup shelled peas"", ""2 tablespoons unsalted butter"", ""1 cup finely grated parmesan"", ""salt &amp; pepper""]","arborio, evoo, frozen edamame, green garlic, parmesan, pesto, roasted walnut oil, salt, scallions, shelled peas, then, unsalted butter, vegetable stock",13,food52.com/recipes/11723-welcome-spring-risotto,Gathered,"[""For the pesto: Process everything except oil until finely chopped. Slowly drizzle oil in while machine is running until you have a rough paste. Set aside."", ""For risotto: Heat the olive oil in a 3-4 quart pot over medium heat. Cook scallions and garlic together until translucent, stirring often. Add rice, stir to coat and cook 1 to 2 minutes. Pour wine into pot and stir well until absorbed."", ""Add 1/2 cup hot stock and healthy pinch of salt. Cook, stirring frequently, until stock is absorbed into rice. Add another 1/2 cup stock and stir. Add asparagus stem pieces, edamame and peas and stir. Allow stock to be absorbed before adding more stock in 1/2 cup increments. Stir frequently. Taste after about 15 minutes. You want the rice to be al dente but creamy. Keep adding small amounts of stock, stirring frequently and tasting for doneness. This will take around 20-25 minutes."", ""Remove pot from heat and quickly stir in ramp pesto. Add butter and continue to stir quickly until melted; then mix in 1/2 cup cheese. Fold in reserved asparagus tips. Taste and add salt and pepper to taste. Serve immediately, topped with remaining cheese.""]"
"Pink Grapefruit, Pomegranate, & Mâche Salad With Lemon-Ume Vinaigrette","[""For the Salad"", ""1 medium head butter lettuce, the leaves washed, spun dry and torn into bite-size pieces"", ""2 handfuls mache, washed, spun dry (about 2 loosely packed cups)"", ""1/2 pomegranate"", ""1/2 pink grapefruit, rind removed and trimmed into supremes"", ""1/2 ruby red grapefruit, rind removed and trimmed into supremes"", ""1 avocado, peeled, pitted and sliced thin"", ""1/2 small shallot, sliced thin"", ""For the Lemon-Ume Dressing (makes about 3/4 cup--more than enough for this salad. Extra dressing may be refrigerated."", ""3 tablespoons freshly-squeezed lemon juice"", ""2-3 tablespoons freshly-squeezed lime juice"", ""2 teaspoons ume plum vinegar (available at health-food stores)"", ""1 pinch salt"", ""1/2 cup mild oil such as grapeseed, almond or (untoasted) walnut""]","avocado, butter lettuce, freshly-squeezed lemon juice, freshly-squeezed lime juice, handfuls mâche, lemon-ume dressing, mild oil, pink grapefruit, pomegranate, red grapefruit, salt, shallot, vinegar",13,food52.com/recipes/15747-pink-grapefruit-pomegranate-mache-salad-with-lemon-ume-vinaigrette,Gathered,"[""In a serving bowl or plate, arrange the butter lettuce and then the mache. Lift lightly with hands to slightly toss-it doesn't have to be completely mixed."", ""Remove arils from pomegranate half: in kitchen sink over a large bowl, hold pomegranate half, cut side down in cupped hand over a large bowl. Using a rubber mallet, or the convex side of a large serving spoon or a gravy ladle (I use the latter), lightly pound the skin of the pomegranate all over. Seeds will loosen and drop out into your hand and can be emptied into the bowl. Repeat until all the seeds are removed. Pick over the seeds in the bowl to remove membrane or any paler seeds."", ""Just before serving, peel and thinly slice avocado. Drizzle a few spoons of dressing over lettuces. Arrange the avocado decoratively over the lettuce, then the grapefruit segments., then the sliced shallot Drizzle with more dressing, scatter pomegranate arils over the top, and serve immediately."", ""In a bowl, whisk juices, ume-plum vinegar and salt"", ""Add oil in a thin stream, whisking until incorporated. Sample a bit on a lettuce leaf and adjust seasoning. It should be perky.""]"
