title,ingredients,distinct_ingredients,num_ingredients,link,source
Football Sunday Chili ,"[""2LBS OF GROUND SIRLOIN"", ""[1] - PACKET OF MCCORMICK CHILI SEASONING MIX [ORIG]"", ""[1] - MED. SIZE SWEET ONION"", ""[1] - MED. SIZE GREEN, YELLOW AND RED BELL PEPPERS"", ""[2] - MED SIZE BANANA PEPPERS"", ""[1] - JAR OF CLASSSICO FIRE ROASTED AND GARLIC SAUCE [24OZ] - ONLY USE HALF"", ""[2] - CAN OF RED KIDNEY BEANS [14.5OZ]"", ""[1] - BAG OF FROZEN YELLOW CORN [14.5OZ]"", ""[1] - PACKET OF GREEN ONION"", ""[1] - SOUR CREME"", ""[1] - BAG OF SHARP CHEDDAR CHEESE"", ""[1/4 CUP] - SALT+PEPPER"", ""[1/4 CUP] - CHILI POWDER"", ""[1/4 CUP] - RED PEPPER FLAKES""]","] - chili powder, ] - packet of green onion, ] - packet of mccormick chili seasoning mix [orig], ] - red pepper flakes, ] - sour creme, banana, cheddar cheese, frozen yellow corn, ground sirloin, kidney beans, roasted, size green, size sweet onion",13,www.epicurious.com/recipes/member/views/football-sunday-chili-51526001,Gathered
Foriana Flatbreads,"[""1 cup organic walnut halves"", ""3 whole wheat tortillas"", ""3 tablespoons olive oil"", ""3 medium shallot lobes, peeled and chopped"", ""6 medium garlic cloves, minced"", ""3 tablespoons pine nuts"", ""A pinch (per tortilla) of dried Italian or Greek oregano (You can also use chopped fresh, about a tablespoon all told, if you like.)"", ""Salt"", ""1 tablespoon toasted walnut oil (or olive oil, but the walnut oil is better)"", ""Freshly ground pepper"", ""Ground allspice (a few dashes)"", ""3 tablespoons finely grated Pecorino Romano or Parmigiano Reggiano"", ""6 tablespoon coarsely grated firm cheese such as Manchego or Fontina""]","firm cheese, freshly ground pepper, garlic, ground allspice, olive oil, organic walnut halves, pine nuts, romano, salt, shallot lobes, toasted walnut oil, tortilla, whole wheat tortillas",13,food52.com/recipes/28306-foriana-flatbreads,Gathered
"Mohn Himbeertorte, Austrian Cake With Poppy, Cottage Cheese And Raspberries","[""4 eggs"", ""1/2 cup sugar powder"", ""2/3 cup butter soft"", ""1 tablespoon vanilla sugar"", ""6 2/3 tablespoons wheat flour"", ""9/16 cup hazelnuts powder"", ""5 1/4 ounces ground poppy seeds"", ""1 lemon zest organic"", ""7 sheets gelatin"", ""3 7/8 cups quark cheese 20% fat"", ""15/16 cup icing sugar"", ""2 15/16 cups whipping cream 35% fat minimum plus 2 tablespoons"", ""2 lemons juice and zest"", ""3 sheets gelatin"", ""3 1/2 ounces raspberry puree""]","butter, eggs, gelatin, hazelnuts powder, icing sugar, lemon zest organic, lemons juice, quark cheese, raspberry puree, sugar powder, tablespoons wheat flour, vanilla sugar, whipping cream",13,www.yummly.com/recipe/Mohn-Himbeertorte_-Austrian-Cake-with-Poppy_-Cottage-Cheese-and-Raspberries-781910,Gathered
Cream of Coconut and Mango Soup,"[""3 tbsp. sm. pearl tapioca"", ""2/3 cup water"", ""4 cups fresh coconut milk,"", ""combination regular milk and coconut milk"", ""1/4 cup sugar"", ""2 cardomon pods"", ""1 stalk lemon grass, bruised"", ""3 quarter-size pieces gingeroot, bruised"", ""1 vanilla bean, split"", ""1/2 cup cream of coconut"", ""3 mangos, diced in 1/2-inch pieces"", ""2 tbsp. fresh-squeezed orange juice"", ""2 tbsp. fresh-squeezed lime juice"", ""2 tbsp. sugar"", ""Fresh mint sprigs, for garnish""]","cardomon pods, combination regular milk, cream of coconut, fresh coconut milk, fresh-squeezed lime juice, fresh-squeezed orange juice, lemon grass, mint sprigs, pearl tapioca, quarter, sugar, vanilla bean, water",13,www.foodgeeks.com/recipes/4713,Recipes1M
Hot Rod Dog,"[""1 OSCAR MAYER Beef Frank"", ""1 hot dog bun"", ""1 baby carrot"", ""1 Tbsp. CHEEZ WHIZ Cheese Dip"", ""1 cherry tomato"", ""9 small pretzel sticks"", ""1/2 tomato slice"", ""1 KRAFT Singles Target 2 For $5.00 thru 02/06"", ""2 tsp. HEINZ Tomato Ketchup"", ""2 pimento-stuffed green olives"", ""4 CLAUSSEN Kosher Dill Sandwich Slices"", ""1 RITZ Cracker"", ""2 green onion slices (from white end of onion)"", ""1 black olive slice""]","baby carrot, black olive slice, green olives, green onion, hot dog bun, ritz cracker, sandwich, singles, sticks, tomato, tomato ketchup, tomato slice, whiz cheese",13,www.kraftrecipes.com/recipes/hot-rod-dog-55470.aspx,Recipes1M
Pork Spare Ribs Slow Braised In Medicinal Broth: Suong Non Tiem Thuoc Bac,"[""11 ounces short spare ribs, chopped into bite-size pieces"", ""1/2 teaspoon salt"", ""1 teaspoon dried ginseng*"", ""1 teaspoon dried lotus seeds*"", ""1 teaspoon dried goji berries*"", ""1 teaspoon dried black prune*"", ""1 teaspoon dried lilly petals*"", ""1 teaspoon dried longon*"", ""1 teaspoon dried white vegetable root*"", ""1 teaspoon pearl barley"", ""1 teaspoon dried raisins"", ""Steamed jasmine rice, for serving"", ""*Can be found at specialty Asian and Indian markets and online.""]","black prune, dried ginseng, dried goji berries, dried longon, jasmine rice, lotus seeds, online, pearl barley, petals, raisins, salt, short spare ribs, vegetable root",13,www.foodnetwork.com/recipes/pork-spare-ribs-slow-braised-in-medicinal-broth-suong-non-tiem-thuoc-bac-recipe.html,Recipes1M
Nacho Dog Casserole,"[""2 cups crushed plain Doritos, divided"", ""1 (12 ounce) package rotini pasta"", ""2 teaspoons olive oil"", ""6 fresh jalapenos, chopped"", ""1 red onion, diced"", ""1 lb lean ground beef"", ""1 (10 3/4 ounce) can cheddar cheese soup"", ""34 cup whipped cream cheese"", ""2 teaspoons crushed red pepper flakes"", ""3 tablespoons honey mustard"", ""12 hot dogs, cooked and sliced into round"", ""1 cup diced processed cheese"", ""1 34 cups shredded Mexican blend cheese""]","blend cheese, cheddar cheese soup, doritos, fresh jalapenos, honey mustard, hot dogs, lean ground beef, olive oil, processed cheese, red onion, red pepper, rotini pasta, whipped cream cheese",13,www.food.com/recipe/nacho-dog-casserole-513909,Recipes1M
"Crusty, Whole-Grain Gluten Free Bread ","[""2 3/4 c warm water, divided"", ""2 T molasses (or maple syrup)"", ""2 1/4 t highly active/instant yeast"", ""1/3 c chia seeds"", ""1/3 c raw buckwheat groats"", ""1/3 c whole psyllium husks"", ""2 T extra virgin olive oil, plus more for brushing the loaf"", ""1 1/2 c sorghum flour"", ""1/2 c potato starch"", ""1/2 c cornmeal, plus more for sprinkling"", ""1/2 c super fine brown rice flour"", ""2 t kosher salt""]","brown rice flour, chia seeds, cornmeal, highly active, kosher salt, potato starch, psyllium husks, raw buckwheat groats, sorghum flour, t, t molasses, warm water",12,www.epicurious.com/recipes/member/views/crusty-whole-grain-gluten-free-bread-52805391,Gathered
'Cheese-Less' Pumpkin Cheesecake,"[""Spice blend"", ""2 cardamom pods (just seeds"", ""4 cloves"", ""1/2 teaspoon powdered cinnamon"", ""1/4 teaspoon powdered nutmeg"", ""Pumpkin cheesecake"", ""2 1/2 cups Plain lowfat greek yogurt"", ""1/2 cup Canned pumpkin puree"", ""1 Can condensed milk"", ""1/2 - 3/4 teaspoons spice blend"", ""18-20 saffron threads"", ""8-10 pistachios (optional)"", ""3 - 4 cups scalding hot water""]","cardamom pods, cheesecake, cloves, condensed milk, greek yogurt, pistachios, powdered cinnamon, powdered nutmeg, pumpkin puree, scalding hot water, spice blend, threads",12,food52.com/recipes/25046-cheese-less-pumpkin-cheesecake,Gathered
Fermented Dill Pickles,"[""2/3 cup pickling salt"", ""1/4 head green cabbage, cut into 2-inch pieces"", ""8 cloves garlic"", ""8 fresh grape or black currant leaves, each the size of a silver dollar"", ""12 dried red chile peppers (optional)"", ""4 large heads fresh crown dill (bloomed dill), stems trimmed (or 4 teaspoons dried dill seeds)"", ""30 to 40 Persian or other small cucumbers (about 6 inches long and 1 inch thick)"", ""Four 1-quart canning jars"", ""Canning rack or kitchen towel"", ""Large stockpot"", ""Jar lifter or tongs"", ""Funnel (optional)""]","canning jars, canning rack, cucumbers, currant, dill, funnel, garlic, green cabbage, lifter, pickling salt, red chile peppers, stockpot",12,www.foodnetwork.com/recipes/amy-thielen/fermented-dill-pickles.html,Recipes1M
Tropical Fruit Salad,"[""2 large ripe mangoes,peeled and chopped"", ""2 ripe papayas,peeled and chopped"", ""3 ripe guavas,canned if fresh is not available,halved and scooped into chunks"", ""8 red grapes,preferably seedless,halved"", ""8 white grapes,preferably seedless,halved"", ""1 small pineapple,peeled and cut into chunks"", ""2 bananas,peeled and sliced 1 red apple,peeled and cut into chunks"", ""2 fresh figs,quartered"", ""2 kiwis,peeled and sliced"", ""1 Tbs.confectionerssugar"", ""1/2 cup slivered almonds,toasted"", ""1 cup low-fat fromage blanc or plain low-fat yogurt""]","bananas, fresh figs, guavas, kiwis, low-fat fromage blanc, mangoes, papayas, pineapple, red grapes, slivered almonds, tbs.confectionerssugar, white grapes",12,www.vegetariantimes.com/recipe/tropical-fruit-salad/,Recipes1M
Chef Sam's Award-Winning Seafood Laulau,"[""3 (3-ounce) fresh Mahi Mahi pieces"", ""2 ti leaves, ribs removed or corn husks or banana leaaves"", ""4 ounces dill mayonnaise, recipe follows"", ""3 bay shrimps"", ""3 bay scallops"", ""1 -ounce fresh spinach"", ""1 -ounce shiitake mushroom, julienned"", ""2 ounces vegetable mix, (Sauteed zucchini, bell pepper and onion)"", ""Salt, to taste"", ""Pepper, to taste"", ""4 ounces baby bok choy"", ""2 ounces lomi tomato relish, recipe follows"", ""Soy butter sauce, recipe follows""]","banana leaaves, bay scallops, bay shrimps, butter sauce, choy, dill mayonnaise, fresh spinach, pepper, salt, shiitake mushroom, tomato relish, vegetable mix",12,www.foodnetwork.com/recipes/chef-sams-award-winning-seafood-laulau-recipe.html,Recipes1M
Recipe For A Happy Home,"[""1 c. God"", ""1 c. Jesus"", ""1/2 c. friendship"", ""1 c. thoughtfulness"", ""1 pinch powdered tenderness"", ""1 c. faith"", ""1 c. hope"", ""1 c. love"", ""1 c. charity"", ""1 spoonful gaiety"", ""1 spoonful laughter"", ""1 sprinkle tears"", ""1 good-natured pan"", ""1 large serving spoon""]","charity, faith, friendship, god, jesus, laughter, pan, serving spoon, spoonful gaiety, tenderness, thoughtfulness",11,www.cookbooks.com/Recipe-Details.aspx?id=997158,Gathered
Eight-Treasure Puddings ,"[""2 1/4 cups Chinese or Japanese short-grain sticky (\""sweet\"") rice"", ""1 teaspoon peanut or vegetable oil plus additional for greasing"", ""3 1/2 cups cold water"", ""1/2 cup Chinese rock sugar pieces"", ""1/3 cup dried pitted Chinese jujubes, cut lengthwise into 1/4-inch-thick strips"", ""8 pitted prunes, quartered (1/3 cup)"", ""8 large dried apricots, cut into 1/4-inch-thick strips (1/3 cup)"", ""3 tablespoons dried sour cherries"", ""3 tablespoons diced (1/4 inch) candied orange peel"", ""8 walnut halves"", ""8 teaspoons canned sweet red beans or sweet red-bean paste (from a 14- to 16-oz can)"", ""a 9-inch round cake pan (2 inches deep); 8 (6- to 8-oz) custard cups or heatproof bowls; a 17- by 12- by 2 1/2-inch roasting pan; heavy-duty foil""]","cake pan, candied orange peel, chinese, chinese jujubes, chinese rock sugar, cold water, halves, peanut, prunes, sour cherries, sweet red beans",11,www.epicurious.com/recipes/food/views/eight-treasure-puddings-233815,Gathered
Birthday Train Cake,"[""4 pkg. (10.75 oz. each) frozen pound cake, thawed"", ""4 cups thawed COOL WHIP Whipped Topping, divided"", ""assorted food colorings"", ""Decorations:"", ""16 OREO Cookies"", ""3 rolls ring-shaped hard candies"", ""1 cup fruit-flavored sweetened rice cereal"", ""6 animal crackers"", ""1 ice cream cone"", ""1 JET-PUFFED Marshmallow"", ""1 JET-PUFFED Miniature Marshmallow"", ""24 pieces black licorice (for train track)""]","black licorice, candies, colorings, crackers, cream cone, frozen pound cake, jet-puffed marshmallow, jet-puffed miniature marshmallow, oreo cookies, rice cereal, thawed cool",11,www.kraftrecipes.com/recipes/birthday-train-cake-63740.aspx,Recipes1M
Roasted Preacher,"[""3 c. neglectful church goers"", ""2 c. self-rising hypocrites"", ""1/2 tsp. jealousy"", ""1 c. frozen amens"", ""3/4 Tbsp. whispers"", ""dash of dried up deacons"", ""2 Tbsp. sleepy singers"", ""1 pinch tightwad tithers"", ""dash of sermons"", ""2 Tbsp. twinkle tongues"", ""1 Tbsp. fault finders""]","deacons, fault finders, frozen amens, goers, hypocrites, jealousy, sermons, sleepy singers, tightwad tithers, whispers",10,www.cookbooks.com/Recipe-Details.aspx?id=731283,Gathered
Recipe For Living,"[""1 full c. love"", ""1/4 c. willpower, packed firm"", ""3 oz. determination"", ""a dash of flexibility"", ""1 large head understanding"", ""a few leaves of awareness (fresh, if possible)"", ""1/2 lb. pride, cut into small portions"", ""1 lb. humility"", ""a sprinkling of common sense"", ""a pinch of adventure"", ""1 full can foresight (8 oz.)"", ""a hint of hindsight"", ""a few sprigs of humor, seasoned to taste""]","awareness, common sense, determination, flexibility, foresight, head understanding, hindsight, humility, portions, willpower",10,www.cookbooks.com/Recipe-Details.aspx?id=530514,Gathered
Wpiogfoewrij ,"[""osfmImogen busty brits"", ""Sunbathing lounger"", ""Pre kinder graduation poems"", ""Girl kissing girl taking clothes off"", ""Websites similiar to poptropica but better"", ""Laura loves katrina video"", ""Naked luann comics"", ""Lps games"", ""Penis ejaculating vids"", ""Us cellular wireless towers out""]","busty brits, comics, ejaculating vids, games, graduation, kissing girl taking clothes, loves, sunbathing lounger, us cellular, websites",10,www.epicurious.com/recipes/member/views/wpiogfoewrij-50091787,Gathered
How To Make Cereal Necklaces That Will Last Forever,"[""Ring-shaped cereal"", ""Elastic jewelry cord (we used metallic gold)"", ""Mod Podge (matte or gloss)"", ""Paintbrush"", ""Foil"", ""Ring or puff-shaped cereal"", ""Beading wire"", ""Closure (screw, lobster, toggle, clasp, etc.)"", ""Beading needle"", ""Thick sewing needle"", ""Mod Podge (matte or gloss)"", ""Paintbrush"", ""Foil""]","beading needle, beading wire, cord, foil, lobster, mod, paintbrush, ring, ring-shaped cereal, sewing needle",10,www.myrecipes.com/recipe/how-to-make-cereal-necklaces-that-will-last-forever,Gathered
Sweet And Sour Meatballs,"[""1 envelope onion soup mix"", ""1/2 c. water"", ""2 eggs"", ""2 lb. ground beef"", ""1 (16 oz.) can drained and chopped sauerkraut"", ""1 (8 oz.) can whole cranberry sauce"", ""3/4 c. chili sauce"", ""3/4 c. water"", ""1/3 c. packed brown sugar"", ""hot cooked rice"", ""1 bag basmati rice (2 coffee cups full)"", ""1 bag moong dal (lentil type legumes) (2 coffee cups full)"", ""1 bag mixed spices (cumin, coriander, garam masala, cayenne, curry etc., or spices to taste)"", ""1 bag whole cumin seed"", ""1 bag with some gooey reddish stuff called Achar (sounds like \""the door is ajar\"" only with ch which is mango pickles)""]","basmati rice, brown sugar, chili sauce, cranberry sauce, cumin, eggs, ground beef, mixed spices, moong dal, onion soup, reddish stuff, rice, sauerkraut, water",14,www.cookbooks.com/Recipe-Details.aspx?id=509126,Gathered
Party Mix,"[""1/2 c. smooth peanut butter"", ""1/2 c. butter (1 stick)"", ""1 tsp. salt"", ""1/2 tsp. garlic powder"", ""5 tsp. worcestershire sauce"", ""2 c. rice chex"", ""2 c. wheat chex"", ""2 c. bran chex"", ""2 c. corn chex"", ""2 c. corn bran (Quaker)"", ""4 c. plain Cheerios"", ""2 c. pretzel"", ""4 c. pecan"", ""2 c. seasonal candy""]","bran chex, butter, candy, cheerios, chex, corn bran, corn chex, garlic powder, pecan, pretzel, rice chex, salt, smooth peanut butter, worcestershire sauce",14,www.cookbooks.com/Recipe-Details.aspx?id=94160,Gathered
Green Pawpaw (Papaya) Salad With Seafood,"[""250 g green prawns, peeled and deveined"", ""250 g squid, tubes split, and scraped inside"", ""1 small green pawpaw, peeled, deseeded and grated (you need 1 cup of grated pawpaw, I grate mine in the food processor)"", ""6 shallots, finely sliced (use golden or red shallots)"", ""1 tablespoon lemongrass, crushed and white part finely chopped"", ""1 tablespoon kaffir lime leaf, fresh, centre veins removed, rolled, then very finely sliced"", ""1/4 cup coriander leaves, roughly chopped (cilantro)"", ""1/4 cup mint, leaves only, stems removed and roughly chopped"", ""1/4 cup salad dressing (see recipe for Hot and Sour Dressing below)"", ""2 tablespoons peanuts, roasted in a dry pan then crushed"", ""2 tablespoons crispy shallots (buy these in a jar from an Asian food store)"", ""Hot and Sour Dressing"", ""3 small red chilies, deseeded (use 4 if you want it hotter)"", ""8 garlic cloves, chopped finely"", ""8 tablespoons lime juice, fresh"", ""4 teaspoons palm sugar (or to taste)"", ""3 -4 tablespoons fish sauce (to taste, you want a balance of hot, sour, sweet and salty so adjust ingredients as required)""]","coriander leaves, crispy shallots, garlic, green pawpaw, green prawns, lime juice, lime leaf, mint, palm sugar, peanuts, red chilies, salad dressing, shallots, sour dressing",14,www.food.com/recipe/green-pawpaw-papaya-salad-with-seafood-370692,Gathered
Johnny Jalapeno'S Tijuana Ice Cream (With Variations),"[""Classic ice cream"", ""1 (15 ounce) can fruit cocktail, drained well (I use Libby's cherry cherry cherry in light syrup)"", ""1 -2 jalapeno, seeded and diced small"", ""2 tablespoons tequila"", ""1 1/2 cups heavy cream"", ""1/2 cup Splenda sugar substitute (or sugar)"", ""1 teaspoon vanilla extract"", ""Custard style"", ""2 egg yolks (and classic ingredients)"", ""Fried ice cream Burritos"", ""ice cream (from this recipe)"", ""cinnamon sugar"", ""1 small flour tortilla"", ""ice cream balls"", ""ice cream (from this recipe)"", ""cinnamon sugar"", ""frosted flakes, crushed well (or your favorite, crushed if needed)""]","cinnamon sugar, classic ice cream, cream, cream burritos, custard style, egg yolks, flour tortilla, frosted flakes, fruit cocktail, heavy cream, jalapeno, splenda sugar substitute, tequila, vanilla",14,www.food.com/recipe/johnny-jalapenos-tijuana-ice-cream-with-variations-462498,Gathered
Bittersweet Chocolate Silk Pie,"[""Pie Dough"", ""1 1/4 cups flour"", ""1/4 teaspoon salt"", ""5 tablespoons cold unsalted butter"", ""3 tablespoons cold shortening"", ""4 -6 tablespoons ice water"", ""Bittersweet Chocolate Filling"", ""1/2 cup heavy cream"", ""1/2 cup granulated sugar"", ""8 ounces bittersweet chocolate, finely chopped"", ""1/2 cup unsalted butter"", ""1 (8 ounce) container Egg Beaters egg substitute"", ""TOPPINGS"", ""1 pint heavy cream"", ""3 tablespoons granulated sugar"", ""chocolate curls, for garnish, if desired""]","bittersweet chocolate, bittersweet chocolate filling, chocolate curls, cold shortening, cold unsalted butter, egg beaters, flour, granulated sugar, heavy cream, pie dough, salt, tablespoons ice water, toppings, unsalted butter",14,www.food.com/recipe/bittersweet-chocolate-silk-pie-10879,Gathered
Mediterranean Lamb Burgers,"[""8 oz ground lamb"", ""1 None egg white"", ""1/2 cup stale whole wheat breadcrumbs"", ""2 tsp chopped fresh rosemary"", ""2 tsp chopped fresh mint leaves"", ""1 tsp finely grated lemon peel"", ""1/2 clove garlic, halved"", ""2 tsp tomato paste"", ""1 cup mixed salad leaves"", ""1 None tomato, thinly sliced"", ""1/2 None red onion, thinly sliced"", ""2 None whole wheat bread rolls, split"", ""None None FOR THE YOGURT SAUCE"", ""1/3 cup low fat plain yogurt"", ""1/2 clove garlic, crushed"", ""1 tbsp finely chopped fresh mint leaves"", ""1/2 None mini cucumber, seeded and finely chopped""]","clove garlic, cucumber, egg white, fresh rosemary, ground lamb, lemon peel, mint leaves, mixed salad leaves, red onion, tomato, whole wheat bread rolls, whole wheat breadcrumbs, yogurt, yogurt sauce",14,recipes-plus.com/api/v2.0/recipes/35820,Gathered
Salmon Fish Delight ,"[""Ingredients:"", ""salmon fish - 6 pieces"", ""eggs -2"", ""five spice powder -1/2 tsp"", ""ginger garlic paste -1tsp"", ""salt - to taste"", ""light soya souce - 1 tsp"", ""rice veniger - 1/2 tsp"", ""corn flour - 1 tsp"", ""vegetable oil/butter- 5 tblsp"", ""for garnishing:"", ""lemon juice - few drops"", ""chopped green onions and"", ""chopped cucumber for garnishing""]","corn flour, cucumber for, eggs, five spice powder, garnishing, ginger garlic, green onions, ingredients, lemon juice, light soya souce, rice veniger, salmon fish, salt, vegetable oil/",14,www.epicurious.com/recipes/member/views/salmon-fish-delight-1231464,Gathered
Billy'S Pork Chops And Spaghetti ,"[""o 1 large can crushed San Marzano tomatoes"", ""o Fresh basil leaves (6)"", ""o Garlic cloves (6)"", ""o Yellow onion (2)"", ""o Olive oil"", ""o Thick-cut pork chops (4)"", ""o Large red bell pepper"", ""o Large green mild peppers (2)"", ""o 1-2 hot red peppers"", ""o Fennel seed (1 -2 tsp)"", ""o Tomato paste (small can)"", ""o White wine (1 cup)"", ""o Chicken stock (1/2 cup)"", ""o Parmagian cheese""]","basil, chicken, green mild peppers, hot red peppers, o fennel, o garlic, o olive oil, o white wine, o yellow onion, parmagian cheese, pork chops, red bell pepper, tomato paste, tomatoes",14,www.epicurious.com/recipes/member/views/billys-pork-chops-and-spaghetti-52943331,Gathered
Italian Turkey Meatloaf ,"[""2 lbs. naturally-raised dark meat ground turkey"", ""6 ounces crimini mushrooms"", ""1 cup fresh basil leaves"", ""1/2 cup sun-dried tomato halves"", ""2 cups panko crumbs"", ""1/2 cup fresh italian parsley leaves"", ""1/2 medium sweet white onion"", ""2 tsp dried oregano"", ""1 tsp dried thyme"", ""1-1/4 cups coarsely grated or chopped smoked gouda or smoked mozzarella"", ""2 lightly beaten large eggs"", ""2/3 cup Trader Joe's Garden Patch vegetable juice or other tomato juice"", ""S&P to taste"", ""3 tbsp organic ketchup""]","crimini mushrooms, eggs, fresh basil, fresh italian parsley leaves, gouda, ketchup, oregano, panko crumbs, s&p, sweet white onion, thyme, tomato halves, turkey, vegetable juice",14,www.epicurious.com/recipes/member/views/italian-turkey-meatloaf-50030209,Gathered
Louis Chilli ,"[""500g Beef Mince"", ""1 onion finely chopped"", ""2 fresh whole Jalapeno chillies - more if you like it hotter!"", ""2 fresh whole habanero or scotch bonnet chili"", ""4 teaspoons Cumin Powder"", ""2 teaspoon smoky paprika"", ""2 teaspoon hot chilli powder"", ""2 tin chopped tomatoes"", ""1 tin Kidney Beans."", ""4 tablespoons tomato puree"", ""6 cloves of garlic crushed"", ""Bunch of fresh coriander"", ""2 glass red wine"", ""200g soured cream"", ""Salt and Black Pepper""]","cumin powder, fresh coriander, garlic, glass red wine, hot chilli, hotter, kidney, onion, salt, scotch bonnet chili, smoky paprika, soured cream, tomato puree, tomatoes",14,www.epicurious.com/recipes/member/views/louis-chilli-50089809,Gathered
White Truffle Grilled Cheese,"[""White Truffle Grilled Cheese"", ""6 ounces Baby bella mushrooms, cleaned and sliced"", ""2 ounces oyster mushrooms, chopped into bite size pieces"", ""1 tablespoon butter"", ""1 cup fresh coarsely shredded Fontina cheese"", ""1/3 cup fresh coarsely shredded Parmesan cheese"", ""2 tablespoons chopped fresh Italian parsley"", ""4 slices crusty whole grain bread"", ""1 tablespoon white truffle oil"", ""sea salt"", ""Simple Arugula Salad"", ""Juice of 1/2 a lemon"", ""1/4 cup extra virgin olive oil"", ""1/4 teaspoon sea salt"", ""1/4 teaspoon fresh ground pepper"", ""2 large handfuls of arugula""]","arugula, bella mushrooms, butter, crusty, extra virgin olive oil, fresh coarsely shredded, fresh coarsely shredded parmesan cheese, fresh ground pepper, fresh italian parsley, mushrooms, salt, simple arugula, truffle oil, white truffle",14,food52.com/recipes/8513-white-truffle-grilled-cheese,Gathered
Making An Heirloom Tomato Salad Come Even More Alive...,"[""Sapa Sumac Dressing"", ""1 tablespoon sapa"", ""3 tablespoons cold pressed extra virgin olive oil (with peppery finish like Middle Earth Organics)"", ""2 teaspoons acacia honey"", ""1/2 teaspoon dijon mustard"", ""1 teaspoon ground sumac"", ""1 tablespoon champagne vinegar"", ""1/2 teaspoon fresh lemon zest"", ""1/4 teaspoon kosher or sea salt"", ""Heirloom Tomato Salad"", ""4-8 select beautifully colored heirloom tomatoes, sliced (more tomatoes if you use small heirloom varieties)"", ""2 tablespoons mix of chopped dill, parsley, and basil (chiffonade)"", ""1 ounce toasted almonds or pinion pine nuts"", ""2 ounces fresh chevre, crumpled""]","acacia honey, almonds, champagne vinegar, cold pressed, dijon mustard, dill, dressing, fresh chevre, ground sumac, kosher, lemon zest, sapa, tomato salad, tomatoes",14,food52.com/recipes/6013-making-an-heirloom-tomato-salad-come-even-more-alive,Gathered
"The Mango, The Pineapple, The Rum, And The Rain","[""For the Mango Puree"", ""the juice of 1/2 lime"", ""1 shy cups water"", ""1/2 cup sugar - vanilla sugar if possible"", ""1 \""just\"" ripe mango (not too ripe), sliced"", ""zest of one lime - use half of the zest for the syrup"", ""For the Grilled Pineapple, the Yogurt Filling, and Assembly"", ""2 round slices of a ripe golden pineapple, uncored"", ""3 tablespoons good dark rum - you know my preference!"", ""4 ounces Vanilla yogurt - I like Liberte"", ""4 ounces mascarpone cheese"", ""reserved syrup"", ""mango puree"", ""the rest of the lime zest"", ""4 glass 2.5 ounce dessert bowls - egg coddlers if possible. The beauty of the dessert is the side view! You can also use martini glasses.""]","golden pineapple, just, know, lime, lime zest, mango, mango puree, mascarpone cheese, pineapple, reserved syrup, sugar - vanilla sugar, vanilla yogurt, water, zest of one lime",14,food52.com/recipes/17337-the-mango-the-pineapple-the-rum-and-the-rain,Gathered
Beef Medallions With Madeira Mushroom Sauce And Haricot Verts,"[""For the haricot certs"", ""2 fistfuls of haricots verts, trimmed"", ""1 gallon water"", ""1/4 cup kosher salt"", ""1 tablespoon unsalted butter, melted"", ""Kosher salt and freshly ground black pepper"", ""For the medallions in madeira sauce"", ""6 two-ounce beef tenderloin medallions, or 4 four ounce, whatever you feel comfortable cooking to medium rare"", ""1 1/2 cups shiitake, portabella, and oyster mushrooms, stems removed from the shiitakes and all of them cleaned and sliced thinly"", ""2 teaspoons fresh garlic, minced"", ""Canola oil"", ""Unsalted butter"", ""1/3 cup Madeira"", ""1/2 cup homemade beef stock or low sodium store bought broth"", ""2 teaspoons beurre manie, equal parts flour and unsalted butter creamed together then chilled"", ""1 tablespoon flat leaf parsley"", ""Kosher salt and fresh ground black pepper""]","beef tenderloin, beurre manie, butter, canola oil, fistfuls of haricots verts, flat leaf parsley, fresh garlic, gallon water, homemade beef stock, kosher salt, madeira, medallions, shiitake, unsalted butter",14,food52.com/recipes/26592-beef-medallions-with-madeira-mushroom-sauce-and-haricot-verts,Gathered
Skittles Rainbow Cake,"[""2 (16.25-oz.) boxes white cake mix"", ""2 cups water"", ""1 cup vegetable oil"", ""6 large eggs"", ""1 tablespoon strawberry gelatin dessert powder (such as Jell-O)"", ""1 tablespoon lemon gelatin dessert powder (such as Jell-O)"", ""1 tablespoon orange gelatin dessert powder (such as Jell-O)"", ""1 tablespoon lime gelatin dessert powder (such as Jell-O)"", ""1 tablespoon grape gelatin dessert powder (such as Jell-O)"", ""Red, yellow, orange, green, purple food coloring"", ""2 cups (16 oz.) unsalted butter, softened"", ""2 (16-oz.) pkg. powdered sugar (about 7 cups)"", ""Red, yellow, orange, green, purple food coloring"", ""2 cups Skittles candy"", ""Blue food coloring"", ""3 jumbo marshmallows, halved""]","eggs, food coloring, grape gelatin dessert powder, jumbo marshmallows, lemon gelatin dessert powder, lime gelatin dessert powder, orange gelatin dessert powder, powdered sugar, skittles, strawberry gelatin dessert powder, unsalted butter, vegetable oil, water, white cake",14,www.myrecipes.com/recipe/skittles-rainbow-cake,Gathered
